Source.colony,Expt.colony,Indv.ID,Weeks.since,Trt,Obs,Pre.Mass,Mass.change,Percent.mass.change,Pre.boldness,Post.boldness,Post.within.var
UPP-A10,UPP-A10_4_control,C_156,4,Control,1,0.1326,-0.002,-0.015082956,99.61,62.41,482.14603
UPP-A10,UPP-A10_4_control,C_156,4,Control,2,0.1326,-0.002,-0.015082956,51.13,12.51,482.14603
UPP-A10,UPP-A10_4_control,C_156,4,Control,3,0.1326,-0.002,-0.015082956,39.24,17.48,482.14603
UPP-A10,UPP-A10_4_control,C_156,4,Control,4,0.1326,-0.002,-0.015082956,385.84,19.23,482.14603
UPP-A10,UPP-A10_4_control,C_156,4,Control,5,0.1326,-0.002,-0.015082956,27.94,8,482.14603
UPP-A7,UPP-A7_3,M_3_34,3,Mixed,1,0.0855,0.001,0.011695906,149.6,600,20116.8245
UPP-A7,UPP-A7_3,M_3_34,3,Mixed,2,0.0855,0.001,0.011695906,600,600,20116.8245
UPP-A7,UPP-A7_3,M_3_34,3,Mixed,3,0.0855,0.001,0.011695906,600,600,20116.8245
UPP-A7,UPP-A7_3,M_3_34,3,Mixed,4,0.0855,0.001,0.011695906,600,282.85,20116.8245
UPP-A7,UPP-A7_3,M_3_34,3,Mixed,5,0.0855,0.001,0.011695906,600,600,20116.8245
N10-C3,N10-C3_2,M_2_16,2,Mixed,1,0.1139,0.002,0.017559263,282,600,45838.8654
N10-C3,N10-C3_2,M_2_16,2,Mixed,2,0.1139,0.002,0.017559263,69.66,289.06,45838.8654
N10-C3,N10-C3_2,M_2_16,2,Mixed,3,0.1139,0.002,0.017559263,210.05,385.82,45838.8654
N10-C3,N10-C3_2,M_2_16,2,Mixed,4,0.1139,0.002,0.017559263,152.72,289.06,45838.8654
N10-C3,N10-C3_2,M_2_16,2,Mixed,5,0.1139,0.002,0.017559263,75.78,600,45838.8654
N10-C3,N10-C3_3,M_3_22,3,Mixed,1,0.0737,0.003,0.040705563,600,556.56,1927.01232
N10-C3,N10-C3_3,M_3_22,3,Mixed,2,0.0737,0.003,0.040705563,478.81,499.5,1927.01232
N10-C3,N10-C3_3,M_3_22,3,Mixed,3,0.0737,0.003,0.040705563,600,517.4,1927.01232
N10-C3,N10-C3_3,M_3_22,3,Mixed,4,0.0737,0.003,0.040705563,257.91,436.35,1927.01232
N10-C3,N10-C3_3,M_3_22,3,Mixed,5,0.0737,0.003,0.040705563,431.69,517.4,1927.01232
KAL-1,KAL-1_3,M_3_2,3,Mixed,1,0.0916,0.008,0.087336245,600,146.23,4980.95577
KAL-1,KAL-1_3,M_3_2,3,Mixed,2,0.0916,0.008,0.087336245,64.9,145.21,4980.95577
KAL-1,KAL-1_3,M_3_2,3,Mixed,3,0.0916,0.008,0.087336245,222.03,202,4980.95577
KAL-1,KAL-1_3,M_3_2,3,Mixed,4,0.0916,0.008,0.087336245,228.5,99.45,4980.95577
KAL-1,KAL-1_3,M_3_2,3,Mixed,5,0.0916,0.008,0.087336245,106.59,283.5,4980.95577
UPP-B77,UPP-B77_3,M_3_45,3,Mixed,1,0.056,0.005,0.089285714,600,600,47738.99657
UPP-B77,UPP-B77_3,M_3_45,3,Mixed,2,0.056,0.005,0.089285714,600,64.9,47738.99657
UPP-B77,UPP-B77_3,M_3_45,3,Mixed,3,0.056,0.005,0.089285714,475.82,285.67,47738.99657
UPP-B77,UPP-B77_3,M_3_45,3,Mixed,4,0.056,0.005,0.089285714,600,129.34,47738.99657
UPP-B77,UPP-B77_3,M_3_45,3,Mixed,5,0.056,0.005,0.089285714,64.9,427.93,47738.99657
KAL-1,KAL-1_4,M_4_4,4,Mixed,1,0.0985,0.009,0.091370558,600,76.09,38660.52967
KAL-1,KAL-1_4,M_4_4,4,Mixed,2,0.0985,0.009,0.091370558,600,288.32,38660.52967
KAL-1,KAL-1_4,M_4_4,4,Mixed,3,0.0985,0.009,0.091370558,95.35,257.91,38660.52967
KAL-1,KAL-1_4,M_4_4,4,Mixed,4,0.0985,0.009,0.091370558,76.09,431.69,38660.52967
KAL-1,KAL-1_4,M_4_4,4,Mixed,5,0.0985,0.009,0.091370558,288.32,600,38660.52967
UPP-A7,UPP-A7_1_control,C_31,1,Control,1,0.0425,0.004,0.094117647,452.84,107.78,3586.50843
UPP-A7,UPP-A7_1_control,C_31,1,Control,2,0.0425,0.004,0.094117647,142.47,89.81,3586.50843
UPP-A7,UPP-A7_1_control,C_31,1,Control,3,0.0425,0.004,0.094117647,49.75,75.75,3586.50843
UPP-A7,UPP-A7_1_control,C_31,1,Control,4,0.0425,0.004,0.094117647,41.06,222.78,3586.50843
UPP-A7,UPP-A7_1_control,C_31,1,Control,5,0.0425,0.004,0.094117647,97.72,156.21,3586.50843
UPP-A8,UPP-A8_4_control,C_167,4,Control,1,0.1527,0.015,0.098231827,207.32,326.54,3957.72302
UPP-A8,UPP-A8_4_control,C_167,4,Control,2,0.1527,0.015,0.098231827,385.59,175.53,3957.72302
UPP-A8,UPP-A8_4_control,C_167,4,Control,3,0.1527,0.015,0.098231827,587.84,299.54,3957.72302
UPP-A8,UPP-A8_4_control,C_167,4,Control,4,0.1527,0.015,0.098231827,600,303.5,3957.72302
UPP-A8,UPP-A8_4_control,C_167,4,Control,5,0.1527,0.015,0.098231827,179.06,227.9,3957.72302
UPP-B77,UPP-B77_2_control,C_88,2,Control,1,0.0686,0.007,0.102040816,600,246.32,2261.15592
UPP-B77,UPP-B77_2_control,C_88,2,Control,2,0.0686,0.007,0.102040816,90.56,143.37,2261.15592
UPP-B77,UPP-B77_2_control,C_88,2,Control,3,0.0686,0.007,0.102040816,43.48,204.6,2261.15592
UPP-B77,UPP-B77_2_control,C_88,2,Control,4,0.0686,0.007,0.102040816,96,194.06,2261.15592
UPP-B77,UPP-B77_2_control,C_88,2,Control,5,0.0686,0.007,0.102040816,385.38,129.36,2261.15592
